43091
18666	0704.2380	1
18766	0704.2395	1
18839	0704.2419	1
18970	0704.2444	1
19049	0704.2496	1
19097	0704.2528	1
19202	0704.2568	1
19358	0704.2596	1
19408	0704.2625	1
19555	0704.2708	1
19665	0704.2737	1
19783	0704.2779	1
19853	0704.2800	1
19971	0704.2963	1
20377	0704.2996	1
20497	0704.3070	1
20570	0704.3079	1
20709	0704.3170	1
20791	0704.3244	1
20828	0704.3278	1
21209	0704.3318	1
21270	0704.3442	1
21551	0704.3443	1
21606	0704.3459	1
21667	0704.3472	1
21814	0704.3514	1
21881	0704.3525	1
21947	0704.3551	1
22037	0704.3594	1
22174	0704.3613	1
22275	0704.3620	1
22520	0704.3623	1
22632	0704.3661	1
22692	0704.3674	1
22915	0704.3679	1
22987	0704.3720	1
23119	0704.3727	1
23205	0704.3773	1
23266	0704.3872	1
23290	0704.3921	1
23336	0704.3953	1
23469	0704.4001	1
23587	0704.4003	1
23828	0705.0001	1
23918	0705.0019	1
24301	0705.0029	1
24392	0705.0098	1
24446	0705.0108	1
24491	0705.0116	1
24546	0705.0199	1
24691	0705.0210	1
24935	0705.0262	1
24996	0705.0384	1
25012	0705.0396	1
25117	0705.0405	1
25163	0705.0423	1
25207	0705.0429	1
25517	0705.0500	1
25552	0705.0592	1
25673	0705.0627	1
25749	0705.0643	1
25828	0705.0658	1
25902	0705.0678	1
25958	0705.0728	1
26100	0705.0749	1
26157	0705.0766	1
26213	0705.0846	1
26333	0705.0858	1
26414	0705.0920	1
26513	0705.0986	1
26634	0705.1037	1
26678	0705.1108	1
26745	0705.1110	1
26791	0705.1142	1
26902	0705.1178	1
26995	0705.1211	1
27076	0705.1231	1
27249	0705.1374	1
27353	0705.1384	1
27411	0705.1421	1
27434	0705.1471	1
27559	0705.1523	1
27642	0705.1546	1
27783	0705.1550	1
28161	0705.1584	1
28239	0705.1611	1
28328	0705.1641	1
28397	0705.1671	1
28477	0705.1677	1
28606	0705.1728	1
28714	0705.1773	1
28771	0705.1830	1
28806	0705.1876	1
28912	0705.1889	1
28964	0705.1930	1
29231	0705.2024	1
29260	0705.2054	1
29353	0705.2082	1
29427	0705.2090	1
29451	0705.2284	1
29489	0705.2293	1
29562	0705.2313	1
29697	0705.2340	1
29874	0705.2377	1
29970	0705.2379	1
29999	0705.2434	1
30070	0705.2524	1
30130	0705.2551	1
30207	0705.2557	1
30255	0705.2578	1
30285	0705.2656	1
30338	0705.2703	1
30382	0705.2724	1
30450	0705.2737	1
30496	0705.2774	1
30606	0705.2786	1
30738	0705.2859	1
30924	0705.2879	1
30999	0705.2960	1
31072	0705.2963	1
31164	0705.3004	1
31184	0705.3026	1
31255	0705.3114	1
31305	0705.3161	1
31356	0705.3169	1
31438	0705.3202	1
31494	0705.3221	1
31652	0705.3231	1
31699	0705.3249	1
31770	0705.3251	1
32335	0705.3270	1
32376	0705.3287	1
32400	0705.3323	1
32456	0705.3389	1
32507	0705.3410	1
32742	0705.3510	1
32931	0705.3518	1
32960	0705.3548	1
33034	0705.3617	1
33117	0705.3621	1
33191	0705.3702	1
33210	0705.3735	1
33287	0705.3754	1
33362	0705.3763	1
33420	0705.3766	1
33457	0705.3784	1
33488	0705.3801	1
33551	0705.3805	1
33599	0705.3812	1
33659	0705.3899	1
33688	0705.3904	1
33718	0705.3938	1
33787	0705.3946	1
33826	0705.3996	1
33846	0705.4022	1
33911	0705.4047	1
33962	0705.4053	1
34138	0705.4240	1
34180	0705.4289	1
34204	0705.4329	1
34263	0705.4334	1
34321	0705.4394	1
34385	0705.4448	1
34443	0705.4498	1
34541	0705.4503	1
34575	0705.4505	1
34658	0705.4511	1
34795	0705.4527	1
34855	0705.4543	1
34923	0705.4618	1
34980	0706.0012	1
35025	0706.0041	1
35047	0706.0066	1
35130	0706.0153	1
35176	0706.0160	1
35205	0706.0162	1
35349	0706.0168	1
35393	0706.0191	1
35617	0706.0216	1
35773	0706.0223	1
35798	0706.0330	1
35957	0706.0346	1
35984	0706.0401	1
36029	0706.0413	1
36078	0706.0421	1
36134	0706.0444	1
36211	0706.0505	1
36228	0706.0586	1
36293	0706.0602	1
36410	0706.0715	1
36462	0706.0731	1
36499	0706.0743	1
36540	0706.0795	1
36601	0706.0805	1
36639	0706.0828	1
36682	0706.0918	1
36807	0706.0923	1
36884	0706.1006	1
36989	0706.1007	1
37019	0706.1008	1
37078	0706.1033	1
37159	0706.1109	1
37291	0706.1120	1
37352	0706.1161	1
37390	0706.1218	1
37396	0706.1219	1
37448	0706.1227	1
37510	0706.1314	1
37533	0706.1388	1
37569	0706.1438	1
37606	0706.1456	1
37698	0706.1471	1
37735	0706.1477	1
37770	0706.1512	1
37828	0706.1584	1
37892	0706.1645	1
37934	0706.1725	1
37989	0706.1744	1
38021	0706.1750	1
38130	0706.1764	1
38217	0706.1782	1
38329	0706.1788	1
38412	0706.1816	1
38475	0706.1818	1
38510	0706.1871	1
38560	0706.1924	1
38602	0706.1956	1
38640	0706.1971	1
38700	0706.2097	1
38818	0706.2108	1
38844	0706.2135	1
38904	0706.2136	1
38970	0706.2160	1
38987	0706.2165	1
39038	0706.2197	1
39214	0706.2203	1
39256	0706.2225	1
39328	0706.2271	1
39391	0706.2306	1
39499	0706.2316	1
39544	0706.2326	1
39606	0706.2407	1
39690	0706.2449	1
39733	0706.2572	1
40134	0706.2586	1
40162	0706.2606	1
40228	0706.2655	1
40307	0706.2686	1
40346	0706.2719	1
40389	0706.2753	1
40410	0706.2818	1
40467	0706.2927	1
40528	0706.2942	1
40608	0706.3010	1
40639	0706.3025	1
40659	0706.3042	1
40722	0706.3044	1
40764	0706.3051	1
40879	0706.3108	1
40924	0706.3131	1
40965	0706.3146	1
41051	0706.3155	1
41139	0706.3239	1
41158	0706.3400	1
41304	0706.3409	1
41352	0706.3588	1
41400	0706.3622	1
41416	0706.3651	1
41469	0706.3652	1
41511	0706.3687	1
41551	0706.3688	1
41593	0706.3731	1
41663	0706.3732	1
41759	0706.3763	1
41815	0706.3810	1
41858	0706.3825	1
41913	0706.3868	1
42204	0706.3907	1
42221	0706.4021	1
42255	0706.4028	1
42315	0706.4089	1
42436	0706.4233	1
42470	0706.4242	1
42510	0706.4273	1
42536	0706.4313	1
42588	0706.4470	1
42626	0707.0052	1
42773	0707.0115	1
42802	0707.0134	1
42868	0707.0137	1
42930	0707.0150	1
42990	0707.0154	1
43046	0707.0160	1
43100	0707.0250	1
43171	0707.0259	1
43203	0707.0296	1
43284	0707.0373	1
43378	0707.0411	1
43410	0707.0431	1
43426	0707.0439	1
43446	0707.0445	1
43460	0707.0501	1
43552	0707.0556	1
43615	0707.0571	1
43629	0707.0635	1
43639	0707.0641	1
43670	0707.0685	1
43715	0707.0691	1
43749	0707.0818	1
43802	0707.0822	1
43864	0707.0835	1
43883	0707.0868	1
43947	0707.0882	1
43962	0707.0917	1
43967	0707.0954	1
44031	0707.0959	1
44139	0707.0964	1
44221	0707.0976	1
44272	0707.1000	1
44304	0707.1001	1
44393	0707.1014	1
44433	0707.1016	1
44472	0707.1040	1
44535	0707.1055	1
44568	0707.1060	1
44621	0707.1062	1
44666	0707.1144	1
44715	0707.1204	1
44752	0707.1212	1
44772	0707.1242	1
44849	0707.1264	1
44923	0707.1294	1
44960	0707.1364	1
44994	0707.1396	1
45041	0707.1414	1
45085	0707.1428	1
45156	0707.1467	1
45213	0707.1519	1
45272	0707.1556	1
45292	0707.1581	1
45346	0707.1644	1
45400	0707.1697	1
45444	0707.1747	1
45497	0707.1758	1
45558	0707.1779	1
45580	0707.1782	1
45630	0707.1786	1
45670	0707.1812	1
45696	0707.1838	1
45734	0707.1851	1
45744	0707.1864	1
45770	0707.1888	1
45801	0707.1917	1
45851	0707.1957	1
45859	0707.1991	1
45887	0707.2005	1
45952	0707.2052	1
46010	0707.2072	1
46061	0707.2161	1
46176	0707.2235	1
46206	0707.2284	1
46227	0707.2389	1
46320	0707.2393	1
46347	0707.2417	1
46428	0707.2429	1
46449	0707.2454	1
46475	0707.2469	1
46510	0707.2491	1
46581	0707.2542	1
46836	0707.2559	1
46905	0707.2577	1
46979	0707.2608	1
47158	0707.2664	1
47226	0707.2669	1
47256	0707.2675	1
47297	0707.2681	1
47321	0707.2685	1
47362	0707.2769	1
47468	0707.2804	1
47517	0707.2839	1
47563	0707.2875	1
47692	0707.2878	1
47730	0707.2921	1
47775	0707.2955	1
47903	0707.2960	1
47947	0707.2974	1
47970	0707.2982	1
48022	0707.3060	1
48054	0707.3061	1
48078	0707.3070	1
48240	0707.3080	1
48282	0707.3193	1
48303	0707.3229	1
48364	0707.3330	1
48386	0707.3413	1
48539	0707.3541	1
48583	0707.3643	1
48625	0707.3696	1
48659	0707.3697	1
48704	0707.3739	1
48750	0707.3846	1
48763	0707.3905	1
48862	0707.3922	1
48897	0707.4024	1
49005	0707.4052	1
49023	0707.4141	1
49050	0707.4166	1
49123	0707.4191	1
49150	0707.4215	1
49176	0707.4340	1
49214	0707.4618	1
49233	0707.4647	1
49247	0707.4667	1
49319	0708.0020	1
49358	0708.0034	1
49381	0708.0039	1
49420	0708.0066	1
49437	0708.0073	1
49493	0708.0125	1
49548	0708.0128	1
49591	0708.0137	1
49611	0708.0145	1
49647	0708.0169	1
49690	0708.0195	1
49738	0708.0207	1
49765	0708.0240	1
49795	0708.0246	1
49813	0708.0267	1
49831	0708.0268	1
49912	0708.0318	1
49928	0708.0358	1
49946	0708.0368	1
49983	0708.0383	1
50040	0708.0384	1
50069	0708.0397	1
50123	0708.0404	1
50135	0708.0416	1
50162	0708.0422	1
50252	0708.0490	1
50320	0708.0517	1
50345	0708.0547	1
50367	0708.0672	1
50406	0708.0688	1
50513	0708.0714	1
50519	0708.0727	1
50580	0708.0728	1
50612	0708.0747	1
50652	0708.0752	1
50722	0708.0888	1
50742	0708.1083	1
50874	0708.1147	1
50905	0708.1202	1
50956	0708.1236	1
51057	0708.1242	1
51088	0708.1273	1
51098	0708.1293	1
51167	0708.1309	1
51189	0708.1324	1
51235	0708.1368	1
51257	0708.1386	1
51276	0708.1451	1
51354	0708.1502	1
51392	0708.1527	1
51441	0708.1529	1
51477	0708.1533	1
51568	0708.1562	1
51593	0708.1579	1
51644	0708.1600	1
51687	0708.1633	1
51719	0708.1656	1
51749	0708.1660	1
51785	0708.1881	1
51809	0708.1905	1
51826	0708.1965	1
51857	0708.1983	1
51871	0708.1986	1
51884	0708.2029	1
51933	0708.2038	1
52070	0708.2052	1
52083	0708.2055	1
52116	0708.2109	1
52195	0708.2120	1
52221	0708.2142	1
52237	0708.2184	1
52280	0708.2195	1
52299	0708.2248	1
52607	0708.2268	1
52644	0708.2292	1
52712	0708.2316	1
52725	0708.2327	1
52754	0708.2349	1
52785	0708.2353	1
52821	0708.2394	1
52858	0708.2456	1
52873	0708.2506	1
52889	0708.2520	1
52927	0708.2584	1
52952	0708.2637	1
52977	0708.2659	1
53040	0708.2660	1
53052	0708.2662	1
53078	0708.2665	1
53111	0708.2864	1
53133	0708.2889	1
53192	0708.2892	1
53204	0708.2992	1
53224	0708.3072	1
53257	0708.3087	1
53351	0708.3177	1
53360	0708.3185	1
53507	0708.3189	1
53517	0708.3266	1
53584	0708.3287	1
53636	0708.3308	1
53655	0708.3334	1
53670	0708.3442	1
53703	0708.3472	1
53727	0708.3559	1
53755	0708.3628	1
53763	0708.3674	1
53784	0708.3704	1
53789	0708.3820	1
53819	0708.3852	1
53852	0708.3868	1
53863	0708.3913	1
53901	0708.3917	1
53961	0708.3923	1
54004	0708.3940	1
54037	0708.4025	1
54098	0708.4046	1
54163	0708.4083	1
54196	0708.4091	1
54216	0708.4149	1
54237	0708.4170	1
54266	0708.4197	1
54289	0708.4202	1
54321	0708.4258	1
54337	0708.4259	1
54361	0708.4298	1
54387	0708.4315	1
54408	0708.4376	1
54434	0708.4386	1
54447	0708.4387	1
54467	0708.4389	1
54496	0709.0010	1
54521	0709.0036	1
54544	0709.0049	1
54573	0709.0064	1
54591	0709.0073	1
54607	0709.0082	1
54651	0709.0117	1
54693	0709.0162	1
54737	0709.0168	1
54797	0709.0208	1
54854	0709.0271	1
54865	0709.0281	1
54885	0709.0284	1
54930	0709.0286	1
54965	0709.0290	1
54969	0709.0355	1
55009	0709.0378	1
55059	0709.0399	1
55118	0709.0415	1
55129	0709.0427	1
55169	0709.0457	1
55214	0709.0476	1
55236	0709.0516	1
55270	0709.0532	1
55331	0709.0570	1
55356	0709.0651	1
55372	0709.0657	1
55415	0709.0678	1
55440	0709.0692	1
55444	0709.0712	1
55454	0709.0722	1
55470	0709.0737	1
55488	0709.0761	1
55552	0709.0845	1
55576	0709.0919	1
55584	0709.0933	1
55605	0709.0945	1
55660	0709.0994	1
55711	0709.1074	1
55722	0709.1149	1
55754	0709.1229	1
55874	0709.1264	1
55894	0709.1287	1
55926	0709.1291	1
55931	0709.1454	1
55963	0709.1463	1
56006	0709.1517	1
56021	0709.1551	1
56055	0709.1565	1
56082	0709.1588	1
56084	0709.1605	1
56104	0709.1624	1
56130	0709.1696	1
56181	0709.1721	1
56202	0709.1746	1
56212	0709.1749	1
56239	0709.1937	1
56299	0709.1940	1
56351	0709.1957	1
56363	0709.1988	1
56402	0709.1997	1
56415	0709.2010	1
56451	0709.2064	1
56481	0709.2097	1
56497	0709.2125	1
56504	0709.2231	1
56519	0709.2287	1
56537	0709.2297	1
56558	0709.2363	1
56587	0709.2373	1
56613	0709.2383	1
56656	0709.2396	1
56665	0709.2486	1
56674	0709.2507	1
56687	0709.2543	1
56715	0709.2568	1
56757	0709.2570	1
56774	0709.2598	1
56839	0709.2701	1
56849	0709.2720	1
56864	0709.2724	1
56887	0709.2746	1
56914	0709.2780	1
56949	0709.2783	1
56990	0709.2792	1
56997	0709.2938	1
57033	0709.2940	1
57133	0709.3190	1
57153	0709.3354	1
57173	0709.3415	1
57184	0709.3419	1
57192	0709.3434	1
57207	0709.3438	1
57233	0709.3465	1
57262	0709.3466	1
57311	0709.3532	1
57324	0709.3599	1
57353	0709.3633	1
57403	0709.3743	1
57435	0709.3812	1
57568	0709.3830	1
57591	0709.3917	1
57616	0709.3933	1
57662	0709.4093	1
57699	0709.4154	1
57708	0709.4157	1
57733	0709.4244	1
57796	0709.4313	1
57806	0709.4448	1
57812	0709.4457	1
57824	0709.4565	1
57834	0709.4596	1
57851	0709.4625	1
57874	0709.4631	1
57937	0709.4641	1
57955	0709.4680	1
57975	0710.0004	1
58001	0710.0064	1
58012	0710.0082	1
58058	0710.0097	1
58075	0710.0100	1
58086	0710.0124	1
58115	0710.0204	1
58125	0710.0260	1
58154	0710.0266	1
58167	0710.0328	1
58185	0710.0346	1
58281	0710.0357	1
58299	0710.0371	1
58331	0710.0399	1
58352	0710.0400	1
58472	0710.0410	1
58609	0710.0432	1
58633	0710.0459	1
58658	0710.0493	1
58736	0710.0507	1
58751	0710.0516	1
58758	0710.0530	1
58784	0710.0543	1
58812	0710.0595	1
58819	0710.0614	1
58869	0710.0644	1
58877	0710.0716	1
58922	0710.0728	1
58936	0710.0790	1
58982	0710.0812	1
59001	0710.0861	1
59022	0710.0886	1
59042	0710.0889	1
59056	0710.0923	1
59072	0710.0935	1
59108	0710.1059	1
59173	0710.1119	1
59210	0710.1150	1
59253	0710.1166	1
59271	0710.1178	1
59284	0710.1181	1
59353	0710.1211	1
59361	0710.1234	1
59363	0710.1264	1
59402	0710.1279	1
59508	0710.1281	1
59539	0710.1283	1
59556	0710.1286	1
59587	0710.1570	1
59634	0710.1669	1
59646	0710.1741	1
59660	0710.1858	1
59692	0710.1869	1
59723	0710.1870	1
59756	0710.1871	1
59774	0710.1880	1
59804	0710.1903	1
59817	0710.1957	1
59831	0710.2005	1
59842	0710.2012	1
59907	0710.2118	1
59927	0710.2143	1
59972	0710.2226	1
60000	0710.2255	1
60021	0710.2262	1
60071	0710.2378	1
60079	0710.2391	1
60128	0710.2417	1
60183	0710.2509	1
60213	0710.2531	1
60233	0710.2615	1
60253	0710.2665	1
60266	0710.2678	1
60307	0710.2695	1
60352	0710.2742	1
60384	0710.2817	1
60399	0710.2881	1
60431	0710.2901	1
60446	0710.2972	1
60530	0710.2991	1
60567	0710.3040	1
60602	0710.3061	1
60623	0710.3104	1
60649	0710.3164	1
60673	0710.3205	1
60706	0710.3206	1
60742	0710.3258	1
60771	0710.3309	1
60801	0710.3426	1
60804	0710.3436	1
60823	0710.3545	1
60838	0710.3546	1
60852	0710.3697	1
60874	0710.3717	1
60886	0710.3725	1
60904	0710.3783	1
60926	0710.3853	1
60992	0710.3907	1
61000	0710.3937	1
61018	0710.3967	1
61051	0710.4006	1
61061	0710.4070	1
61070	0710.4109	1
61105	0710.4129	1
61196	0710.4279	1
61204	0710.4310	1
61229	0710.4325	1
61264	0710.4375	1
61275	0710.4424	1
61306	0710.4536	1
61345	0710.4564	1
61363	0710.4592	1
61367	0710.4749	1
61397	0710.4859	1
61438	0710.4970	1
61585	0710.5007	1
61614	0710.5054	1
61697	0710.5204	1
61717	0710.5227	1
61822	0710.5272	1
61854	0710.5281	1
61861	0710.5336	1
61867	0710.5509	1
61900	0710.5531	1
61910	0710.5593	1
61940	0710.5722	1
62002	0710.5731	1
62052	0710.5758	1
62096	0710.5805	1
62138	0710.5831	1
62181	0710.5844	1
62203	0710.5852	1
62229	0710.5903	1
62287	0710.5920	1
62347	0710.5944	1
62397	0711.0035	1
62461	0711.0056	1
62482	0711.0071	1
62517	0711.0085	1
62532	0711.0157	1
62559	0711.0181	1
62571	0711.0207	1
62596	0711.0231	1
62648	0711.0278	1
62676	0711.0286	1
62690	0711.0319	1
62700	0711.0320	1
62720	0711.0354	1
62743	0711.0377	1
62775	0711.0393	1
62797	0711.0413	1
62815	0711.0449	1
62832	0711.0484	1
62852	0711.0510	1
62869	0711.0513	1
62891	0711.0528	1
62914	0711.0603	1
62964	0711.0605	1
62972	0711.0662	1
62990	0711.0672	1
63007	0711.0689	1
63026	0711.0701	1
63105	0711.0731	1
63124	0711.0766	1
63150	0711.0769	1
63238	0711.0775	1
63308	0711.0850	1
63376	0711.0914	1
63392	0711.0965	1
63408	0711.0981	1
63425	0711.0994	1
63434	0711.1032	1
63447	0711.1033	1
63466	0711.1041	1
63482	0711.1050	1
63485	0711.1136	1
63512	0711.1196	1
63544	0711.1205	1
63581	0711.1220	1
63609	0711.1230	1
63635	0711.1239	1
63685	0711.1443	1
63719	0711.1506	1
63731	0711.1579	1
63805	0711.1597	1
63824	0711.1602	1
63835	0711.1634	1
63851	0711.1711	1
63865	0711.1735	1
63898	0711.1778	1
63908	0711.1801	1
63968	0711.1882	1
63983	0711.1884	1
64013	0711.1895	1
64042	0711.1919	1
64067	0711.2032	1
64084	0711.2038	1
64107	0711.2047	1
64116	0711.2065	1
64157	0711.2106	1
64182	0711.2175	1
64217	0711.2198	1
64235	0711.2212	1
64247	0711.2309	1
64271	0711.2325	1
64323	0711.2419	1
64343	0711.2507	1
64356	0711.2511	1
64397	0711.2512	1
64427	0711.2548	1
64447	0711.2568	1
64455	0711.2625	1
64561	0711.2637	1
64574	0711.2640	1
64601	0711.2668	1
64620	0711.2679	1
64647	0711.2704	1
64679	0711.2803	1
64689	0711.2850	1
64721	0711.3038	1
64735	0711.3062	1
64752	0711.3088	1
64843	0711.3109	1
64885	0711.3144	1
64956	0711.3164	1
64970	0711.3200	1
64989	0711.3204	1
65028	0711.3210	1
65049	0711.3224	1
65066	0711.3237	1
65104	0711.3282	1
65121	0711.3363	1
65150	0711.3388	1
65169	0711.3393	1
65181	0711.3418	1
65224	0711.3480	1
65240	0711.3538	1
65269	0711.3606	1
65276	0711.3624	1
65300	0711.3674	1
65338	0711.3679	1
65361	0711.3699	1
65380	0711.3740	1
65396	0711.3743	1
65403	0711.3788	1
65452	0711.3808	1
65459	0711.3819	1
65495	0711.3868	1
65530	0711.3899	1
65555	0711.3903	1
65576	0711.4002	1
65593	0711.4061	1
65602	0711.4063	1
65629	0711.4071	1
65651	0711.4079	1
65683	0711.4091	1
65709	0711.4119	1
65719	0711.4139	1
65761	0711.4154	1
65792	0711.4165	1
65820	0711.4205	1
65835	0711.4337	1
65858	0711.4347	1
65876	0711.4352	1
65917	0711.4353	1
65929	0711.4393	1
65932	0711.4412	1
65933	0711.4463	1
65953	0711.4475	1
65956	0711.4541	1
65972	0711.4578	1
65996	0711.4590	1
66166	0711.4620	1
66209	0711.4689	1
66241	0711.4734	1
66260	0711.4773	1
66319	0711.4796	1
66330	0711.4859	1
66381	0711.4889	1
66395	0711.4969	1
66402	0711.4996	1
66517	0712.0016	1
66537	0712.0022	1
66568	0712.0041	1
66608	0712.0070	1
66635	0712.0160	1
66677	0712.0172	1
66707	0712.0204	1
66724	0712.0205	1
66746	0712.0208	1
66755	0712.0248	1
66817	0712.0275	1
66821	0712.0324	1
66874	0712.0348	1
66880	0712.0465	1
66895	0712.0481	1
66920	0712.0488	1
66939	0712.0593	1
67001	0712.0602	1
67022	0712.0604	1
67078	0712.0605	1
67101	0712.0609	1
67119	0712.0616	1
67128	0712.0649	1
67143	0712.0698	1
67173	0712.0699	1
67220	0712.0705	1
67240	0712.0731	1
67264	0712.0747	1
67298	0712.0754	1
67318	0712.0767	1
67351	0712.0805	1
67381	0712.0827	1
67396	0712.0897	1
67422	0712.0916	1
67435	0712.0950	1
67450	0712.0952	1
67458	0712.0974	1
67473	0712.1020	1
67489	0712.1027	1
67515	0712.1056	1
67544	0712.1082	1
67555	0712.1089	1
67572	0712.1102	1
67602	0712.1136	1
67611	0712.1152	1
67616	0712.1165	1
67637	0712.1177	1
67645	0712.1188	1
67671	0712.1228	1
67689	0712.1260	1
67722	0712.1288	1
67734	0712.1297	1
67752	0712.1300	1
67767	0712.1317	1
67784	0712.1323	1
67798	0712.1360	1
67814	0712.1523	1
67832	0712.1599	1
67853	0712.1621	1
67865	0712.1624	1
67881	0712.1647	1
67894	0712.1659	1
67932	0712.1663	1
67959	0712.1666	1
67990	0712.1740	1
68014	0712.1806	1
68032	0712.1844	1
68043	0712.1853	1
68064	0712.2013	1
68083	0712.2025	1
68105	0712.2111	1
68154	0712.2133	1
68160	0712.2194	1
68172	0712.2236	1
68176	0712.2254	1
68188	0712.2279	1
68201	0712.2312	1
68226	0712.2358	1
68274	0712.2369	1
68283	0712.2397	1
68288	0712.2424	1
68305	0712.2433	1
68351	0712.2456	1
68377	0712.2473	1
68449	0712.2503	1
68484	0712.2570	1
68492	0712.2586	1
68497	0712.2590	1
68510	0712.2671	1
68538	0712.2803	1
68550	0712.2846	1
68579	0712.2887	1
68610	0712.3067	1
68672	0712.3091	1
68687	0712.3111	1
68703	0712.3139	1
68720	0712.3141	1
68791	0712.3245	1
68802	0712.3320	1
68880	0712.3364	1
68928	0712.3394	1
68943	0712.3450	1
68950	0712.3557	1
68958	0712.3571	1
68980	0712.3639	1
69001	0712.3676	1
69019	0712.3725	1
69026	0712.3767	1
69059	0712.3815	1
69071	0712.3828	1
69112	0712.3858	1
69140	0712.3863	1
69173	0712.3870	1
69191	0712.3876	1
69230	0712.3879	1
69238	0712.3953	1
69248	0712.4021	1
69347	0712.4050	1
69376	0712.4091	1
69400	0712.4098	1
69434	0712.4113	1
69461	0712.4152	1
69483	0712.4157	1
69494	0712.4222	1
69590	0712.4250	1
69606	0712.4294	1
69684	0712.4310	1
69704	0712.4337	1
35394	07a	15
85832	07b	15
41305	07ch11359	31
50743	07e	60
85809	07h	17
82020	07m	31
85589	07na27344	23
91653	07s	15
69734	0801.0046	1
69738	0801.0051	1
69762	0801.0068	1
69776	0801.0146	1
69797	0801.0185	1
69805	0801.0200	1
69812	0801.0228	1
69832	0801.0252	1
69848	0801.0275	1
69874	0801.0310	1
69884	0801.0318	1
69909	0801.0329	1
69912	0801.0369	1
69923	0801.0412	1
69931	0801.0425	1
69934	0801.0456	1
69959	0801.0464	1
69974	0801.0540	1
69998	0801.0573	1
70020	0801.0610	1
70032	0801.0618	1
70083	0801.0700	1
70155	0801.0790	1
70192	0801.0797	1
70238	0801.0800	1
70246	0801.0879	1
70259	0801.0888	1
70265	0801.0891	1
70327	0801.0919	1
70524	0801.0920	1
70544	0801.1146	1
70563	0801.1196	1
70599	0801.1240	1
70656	0801.1241	1
70674	0801.1258	1
70716	0801.1273	1
